Key,English,Korean,Portuguese
HELP_POPUP_100009_PAGE_00_TITLE,"Action power and Prosperity meter","행동력과 번영도 게이지","Poder de ação e medidor de prosperidade"
HELP_POPUP_100009_PAGE_00_TEXT_00,"Action power is the essential resource to play the game. You can refill the action power by clicking the full prosperity meter.

You have to wait for 1700 blocks for the gauge to fill up. It takes around 7 hours in the real-time for the gauge is fully recovered. But If you have the action power drink, you can refill that right off!","행동력은 스테이지를 플레이하기 위해 필수인 자원입니다. 행동력은 번영도 게이지를 소모하여 회복할 수 있습니다.

번영도 게이지 1700을 소모하여 행동력을 회복할 수 있는데, 모이기까지는 현실시간으로 대략 7시간 정도가 소요됩니다.
하지만 만약 여러분이 액션 파워 드링크를 가지고 있다면, 여러분은 그것을 바로 리필할 수 있답니다!","O poder da ação é o recurso essencial para jogar o jogo. Você pode reabastecer o poder de ação clicando no medidor de prosperidade completo.

 Você precisa esperar 1700 blocos para que o medidor seja preenchido. Demora cerca de 7 horas em tempo real para o medidor ser totalmente recuperado. Mas se você tiver a bebida de poder de ação, poderá recarregá-la imediatamente!"
HELP_POPUP_100010_PAGE_00_TITLE,"Here is the Mail Panel","메일을 받으세요","Aqui está o Painel Principal"
HELP_POPUP_100010_PAGE_00_TEXT_00,"All your mails are collected in the mail panel. You can receive all rewards including your workshop requests.

You can also receive items during the battle, but if you want to change your equipment, you must go to the main lobby.","당신의 모든 메일이 이 화면에 모입니다. 워크숍 아이템 조합을 포함한 각종 보상들을 받을 수 있습니다.

메일은 전투 도중에도 받을 수 있으나 장비를 착용하려면 전투를 나갈 필요가 있습니다.","Todos os seus correios são coletados no painel de correios. Você pode receber todas as recompensas, incluindo suas solicitações de oficina. 
 
 Você também pode receber itens durante a batalha, mas se quiser trocar de equipamento, deve ir ao lobby principal."
HELP_POPUP_100011_PAGE_00_TITLE,"Here is the Quest Panel","퀘스트를 클리어하세요","Este é o Painel de Missões."
HELP_POPUP_100011_PAGE_00_TEXT_00,"If you clear various quests, you can earn rewards. Quest is the keystone of your journey. If you collect the 9 gemstone, you can reincarnate into Midgard. 

And save this world together..","다양한 퀘스트를 클리어하고 보상을 받으세요. 퀘스트는 여행의 핵심입니다. 9개의 정수를 모으면 당신은 미드가르드로 환생할 수 있습니다.

그리고 이 세계를 함께 구해주세요.","Ao completar várias missões, será possível ganhar recompensas. As missões são a chave da jornada. Se colecionar as 9 gemas, você poderá renascer em Midgard.

E salvar este mundo juntos.."
HELP_POPUP_100012_PAGE_00_TITLE,"Join our Discord","디스코드에 들어오세요!","Junte-se a nós no Discord"
HELP_POPUP_100012_PAGE_00_TEXT_00,"Here is the Nine Chronicles Discord server! Let's join and talk a lot together. If we play together, it will be more fun.","나인 크로니클 디스코드 서버에 들어오세요! 함께 많은 이야기를 나눕시다. 같이 플레이하면 더 재미있을 거예요.","Esse é o servidor de Discord de Nine Chronicles! Vamos conversar muito. Se jogarmos juntos, será mais divertido."
HELP_POPUP_100013_PAGE_00_TITLE,"Here is the Character Panel","캐릭터 화면입니다","Este é o Painel do Personagem"
HELP_POPUP_100013_PAGE_00_TEXT_00,"You can change your equipment here.

Be stronger! As your equipment item slot is increasing, your combat power will increase too. CP is very important in the battle.","이곳에서 캐릭터 장비를 교체할 수 있습니다.

캐릭터를 강화하고 장비폭을 넓혀 전투력을 높이세요. CP는 전투에서 대단히 중요한 역할을 합니다.","Você pode mudar de equipamento aqui.

Fique mais forte! Conforme seu slot de item aumenta, seu poder de combate aumenta também. PC é muito importante na batalha."
HELP_POPUP_100014_PAGE_00_TITLE,"Settings","게임 셋팅","Configurações"
HELP_POPUP_100014_PAGE_00_TEXT_00,"You can see your address and private key here. And you can change the sound and various settings here.

Please do not show this code anyone.
Operator NEVER requests your private key.","이곳에서 당신의 주소와 프라이빗 키를 저장할 수 있습니다.

이 코드를 누구에게도 공유하지 마십시오.
운영자는 절대로 당신의 비밀 키를 요구하지 않습니다.","Você pode ver seu endereço e chave privada aqui. E você pode alterar o som e várias configurações aqui.

 Por favor, não mostre este código a ninguém.
 O operador NUNCA solicita sua chave privada."
